"DISTR.1" "BLACK" "NBHISP" "GRADE" "SLFHLTH" "SLFWGHT" "WORKHARD" "GOODQUAL" "PHYSFIT" "PROUD" "LIKESLF" "ACCEPTED" "FEELLOVD" "DIET" "DISTR.2"
"5049" 0.63 0 0 11 2 2 1 1 2 1 1 1 2 0 0.15
"5050" 0.68 0 0 8 2 5 2 2 3 2 4 4 3 1 0.39
"5051" 0.16 0 0 11 3 4 3 3 3 3 4 4 2 0 0.55
"5052" 0.53 0 1 11 4 3 2 2 4 2 2 4 3 0 0.91
"5053" 0.42 0 0 7 2 3 4 3 2 2 1 3 2 0 0.16
"5054" 0.74 0 1 10 2 3 2 2 2 2 4 2 3 0 0.94
"5055" 1.74 0 0 10 3 3 2 1 3 2 3 2 2 0 1.67
"5056" 1.63 1 0 10 3 3 4 2 3 1 2 2 1 0 1.05
"5057" 1.26 0 0 11 4 4 2 2 5 3 3 4 3 0 1.19
"5058" 0.32 0 0 10 2 3 1 2 4 2 2 4 3 0 1.24
"5059" 0.16 1 0 11 2 4 1 1 2 1 1 3 1 0 0.15
"5060" 0.53 0 0 9 2 4 1 1 2 1 2 2 1 1 0.26
"5061" 0.79 0 0 11 2 3 1 2 2 2 2 4 3 0 0.46
"5062" 0.63 0 0 11 2 3 2 2 3 2 4 2 2 0 0.48
"5063" 0.58 1 0 10 2 3 2 1 1 1 2 2 2 0 0.99
"5064" 0.42 0 0 8 2 3 2 1 2 1 1 1 1 0 0.29
"5065" 0.26 0 0 11 1 3 1 2 2 1 2 2 1 0 0.23
"5066" 0.37 0 0 10 2 2 3 2 2 3 3 1 2 0 0.24
"5067" 0.37 0 0 10 3 3 3 2 2 2 3 2 1 0 0.37
"5068" 0.53 0 0 9 3 4 3 2 3 2 3 3 2 0 0.85
"5069" 0.63 0 0 10 3 4 3 3 3 3 4 3 3 1 0.81
"5070" 0.68 0 0 11 3 4 1 2 3 2 2 4 2 1 1.12
"5071" 1.37 1 0 9 2 3 2 2 4 2 2 3 2 1 0.95
"5072" 0.58 0 0 11 1 3 1 2 1 2 1 1 1 0 0.88
"5073" 1.74 0 0 9 3 3 2 2 3 2 3 2 2 0 1.8
"5074" 0.16 0 1 8 1 3 2 1 1 1 2 1 1 0 0.16
"5075" 0.32 0 0 10 2 2 1 2 2 2 2 1 2 0 0.75
"5076" 2.16 1 0 10 3 4 3 2 3 2 2 4 2 0 1.65
"5077" 0.68 0 0 9 2 3 1 2 2 2 4 5 2 0 0.02
"5078" 0.53 0 1 9 2 2 2 2 3 2 3 1 1 0 0.32
"5079" 0.47 0 0 9 2 5 3 2 3 2 3 4 2 1 0.43
"5080" 0.58 0 0 7 2 3 1 1 1 1 1 1 2 0 0.39
"5081" 0.11 0 0 9 2 3 2 2 2 2 2 1 2 1 0.19
"5082" 0.89 0 0 9 3 4 4 2 3 2 4 3 3 0 1.59
"5083" 0.26 1 0 9 2 4 1 1 3 1 1 1 2 1 0.48
"5084" 0.26 0 0 9 1 3 2 1 2 1 1 1 1 1 0.11
"5085" 1.11 0 0 10 3 3 2 3 2 3 2 3 2 1 0.9
"5086" 0.47 0 1 9 3 3 5 3 3 3 3 2 1 0 0.03
"5087" 0.89 0 0 9 2 4 4 2 2 2 1 3 1 0 0.4
"5088" 0.63 0 0 7 2 4 3 2 3 2 2 4 2 0 0.19
"5089" 2.11 1 0 10 3 4 3 2 3 3 4 3 4 1 1.91
"5090" 0.47 0 0 11 2 3 2 2 2 2 2 3 2 0 0.69
"5091" 1.26 1 0 8 1 4 1 1 2 1 2 1 1 1 0.96
"5092" 0.89 0 0 9 2 2 2 2 2 2 2 3 2 0 0.95
"5093" 0.95 1 0 11 2 3 4 2 1 1 2 2 2 0 0.63
"5094" 0.74 0 1 11 3 4 2 2 2 2 2 1 1 0 0.77
"5095" 1 0 0 8 2 3 3 3 3 3 4 3 3 1 1.13
"5096" 0.47 1 0 8 2 4 2 1 2 1 4 2 1 0 0.68
"5097" 0.21 0 0 8 2 5 4 2 4 2 3 3 2 0 0.32
"5098" 0.74 0 0 10 2 2 3 1 1 1 1 3 2 0 0.24
"5099" 0.37 0 0 10 3 3 2 1 3 1 1 1 1 0 0.46
"5100" 0.53 0 0 11 2 4 2 2 4 2 1 2 2 0 0.28
"5101" 0.47 0 0 9 1 4 1 2 2 1 1 2 1 0 0.83
"5102" 0.26 1 0 10 1 2 2 1 1 1 1 1 1 0 0.28
"5103" 0.32 0 0 7 3 4 2 2 4 2 2 2 1 0 0.39
"5104" 0.53 0 0 9 1 4 2 2 4 2 2 3 2 0 0.56
"5105" 1.16 1 0 9 3 4 1 2 2 2 1 2 2 0 0.77
"5106" 0.53 1 0 10 1 3 2 2 1 1 2 1 1 0 1.53
"5107" 0.21 0 1 10 3 3 2 1 2 1 1 2 1 0 0.43
"5108" 0.95 1 0 9 3 4 2 2 2 2 2 2 2 0 1.11
"5109" 0.53 0 0 9 4 4 4 2 3 3 2 4 2 1 0.27
"5110" 0.63 0 0 8 2 3 2 2 2 1 2 2 1 0 0
"5111" 0.16 0 1 7 2 1 2 2 1 1 1 1 2 0 0.2
"5112" 0.37 0 0 9 2 4 1 2 1 2 2 3 2 0 0.2
"5113" 0.37 0 1 9 2 3 2 1 2 2 1 2 1 0 0.53
"5114" 1.63 0 0 8 4 4 4 2 3 2 4 3 2 0 0.81
"5115" 1 0 1 10 3 4 2 2 4 2 4 2 2 1 0.87
"5116" 0.21 0 0 10 3 3 2 1 2 1 2 1 1 0 0.79
"5117" 0.26 0 0 8 2 4 1 2 3 2 2 4 2 0 0.57
"5118" 0.47 0 0 9 4 4 2 2 4 2 3 2 3 0 1.13
"5119" 1.26 1 0 8 4 3 3 2 2 1 1 1 1 0 2
"5120" 1.16 0 1 9 2 2 1 2 2 2 1 1 1 0 1.2
"5121" 0.63 0 0 10 4 3 2 2 4 2 2 2 2 0 1.63
"5122" 0.21 0 1 10 2 3 2 2 2 2 2 1 2 0 0.32
"5123" 0.95 0 0 9 3 4 3 2 3 2 2 2 2 1 0.94
"5124" 0.16 0 0 11 1 1 2 1 1 1 1 1 1 1 0.23
"5125" 1.53 0 0 10 3 3 1 3 3 3 3 2 2 0 0.53
"5126" 0.42 0 0 8 1 4 1 2 2 2 1 2 2 0 0.38
"5127" 0.21 0 0 8 2 4 1 2 2 2 4 4 3 0 0.7
"5128" 1.84 0 0 7 4 3 3 4 3 3 3 3 3 0 0.36
"5129" 0.26 0 0 9 2 3 3 1 1 1 3 2 1 0 0.29
"5130" 1.37 1 0 8 3 3 4 3 3 3 3 3 3 0 1.43
"5131" 0.63 0 1 8 2 4 2 1 2 2 2 2 2 0 0.7
"5132" 0.79 1 0 9 4 3 1 4 5 5 5 4 5 0 1.59
"5133" 0.79 1 0 9 3 3 2 1 2 2 2 2 2 0 0.99
"5134" 0.84 0 0 9 3 3 2 2 3 2 3 3 3 0 0.34
"5135" 0.89 1 0 9 2 4 2 1 3 1 1 2 1 0 0.64
"5136" 0.32 0 1 10 1 3 1 2 1 1 2 2 1 0 0.4
"5137" 0.32 0 0 8 1 2 2 2 2 1 1 1 1 0 0.27
"5138" 0.53 0 0 8 2 3 2 2 3 3 3 4 3 0 1.7
"5139" 0.37 0 0 10 2 3 2 2 3 1 1 1 1 0 0.53
"5140" 0.63 0 1 7 2 4 2 1 3 2 2 2 1 0 0.66
"5141" 0.47 1 0 9 3 3 2 2 2 1 1 1 1 0 1.18
"5142" 0.74 0 0 9 1 4 3 2 3 2 5 4 2 0 0.96
"5143" 0.58 0 0 11 1 4 1 1 2 1 2 2 1 0 0.69
"5144" 1.37 0 1 9 4 4 2 2 4 2 2 4 2 0 1.85
"5145" 0.68 0 0 10 3 4 2 3 3 3 3 5 5 1 0.03
"5146" 0.11 0 0 10 3 4 2 2 4 1 4 1 1 0 0.2
"5147" 0.32 1 0 8 2 3 2 2 1 1 1 2 1 0 0.38
"5148" 1 1 0 9 2 4 3 1 2 2 2 2 2 0 0.89
"5149" 0.68 0 0 10 1 3 3 3 3 2 2 3 2 0 0.89
"5150" 0.32 0 1 8 2 3 1 1 2 1 1 1 1 0 0.37
"5151" 0.11 0 0 8 2 3 5 2 3 2 4 3 3 0 0.14
"5152" 0.47 0 0 8 2 3 1 2 2 2 1 2 2 0 0.78
"5153" 0.63 1 0 9 2 3 2 2 1 1 1 2 1 0 0.68
"5154" 0.16 0 0 9 2 3 1 2 2 2 2 1 2 0 0.29
"5155" 0.89 0 0 7 4 4 3 2 3 2 4 2 2 0 0.88
"5156" 0.89 0 0 10 3 4 4 2 4 2 2 3 2 0 1.06
"5157" 0.95 1 0 11 3 4 1 2 4 2 2 1 1 1 0.69
"5158" 0.11 1 0 9 1 4 2 2 1 1 1 1 1 0 0.23
"5159" 0.58 0 0 7 2 3 2 2 2 2 4 1 2 0 0.98
"5160" 0.89 1 0 10 1 3 2 2 2 1 4 1 1 0 1.67
"5161" 0.16 0 0 11 2 4 2 1 2 1 2 1 1 1 0.27
"5162" 0.11 0 0 10 1 4 2 2 2 2 2 2 2 0 0.36
"5163" 0.42 1 0 11 2 4 2 1 2 1 2 2 1 0 0.32
"5164" 0.26 1 0 9 1 4 3 2 2 2 2 1 1 0 0.62
"5165" 0.89 0 0 9 1 4 2 3 1 2 2 2 2 0 1.02
"5166" 1 0 1 10 3 4 2 2 2 2 2 4 2 0 1.39
"5167" 0.26 0 0 11 1 2 1 2 1 1 1 1 1 0 0.28
"5168" 0.68 0 0 9 3 3 3 2 2 2 3 3 2 0 0.42
"5169" 0.47 1 0 7 2 3 2 1 1 1 1 1 1 0 0.37
"5170" 0.05 0 0 8 1 2 1 1 1 1 1 1 1 0 0.19
"5171" 0.42 0 1 9 1 4 2 3 3 4 4 4 5 0 1.01
"5172" 0.58 1 0 11 1 3 1 1 2 1 3 2 1 0 0.57
"5173" 0.21 0 0 11 1 4 2 1 2 2 1 2 1 0 0.05
"5174" 0.21 0 0 8 2 3 5 2 3 1 2 2 1 0 0.33
"5175" 0.37 0 0 7 2 4 3 1 2 1 2 1 1 1 0.29
"5176" 1.16 1 0 9 3 4 1 2 2 2 4 2 2 1 1.13
"5177" 0.21 0 0 8 3 3 2 2 2 2 1 1 2 0 0.2
"5178" 0.89 1 0 8 2 4 1 2 2 2 4 2 2 1 0.64
"5179" 0.47 1 0 9 1 3 1 1 2 2 3 3 2 0 0.92
"5180" 0.37 1 0 10 3 3 1 1 1 1 2 1 1 0 0.61
"5181" 0.11 1 0 11 1 4 2 1 2 1 1 1 1 0 0.15
"5182" 0.53 0 0 7 3 4 2 2 3 2 4 2 1 0 0.65
"5183" 0.53 0 0 11 3 5 2 2 3 1 2 2 2 0 0.72
"5184" 1.11 1 0 9 3 3 1 1 1 1 1 1 1 0 1.01
"5185" 1 1 0 10 2 3 3 2 2 2 2 2 3 0 0
"5186" 0.89 1 0 11 2 4 2 2 2 1 2 3 2 0 0.5
"5187" 0.37 0 0 8 3 3 4 3 3 4 4 4 4 0 0.69
"5188" 0.05 0 0 11 1 3 2 1 1 1 1 1 1 0 0.11
"5189" 1.42 1 0 9 2 3 3 2 1 2 2 2 2 0 1.8
"5190" 0.26 0 0 10 3 4 3 1 2 1 2 2 1 0 0.35
"5191" 0.68 0 0 9 2 5 2 2 1 2 3 3 3 0 0.29
"5192" 0.84 0 1 11 3 5 4 2 4 2 4 4 4 0 1.13
"5193" 1.05 0 1 11 2 4 1 1 1 2 2 2 1 0 1.04
"5194" 0.37 1 0 8 3 4 2 1 4 2 4 4 2 0 0.69
"5195" 0.37 0 0 8 1 3 2 3 2 4 3 4 4 0 0.56
"5196" 0.63 1 0 10 5 4 3 2 4 2 2 2 2 0 1.02
"5197" 1.32 0 0 9 2 1 2 2 2 2 3 2 2 1 1.12
"5198" 0.53 0 0 7 2 4 2 2 3 1 2 2 2 0 0.94
"5199" 1.05 0 0 8 3 4 2 4 3 4 4 4 3 1 1.15
"5200" 0.47 0 0 10 1 3 1 1 2 1 1 2 2 0 0.1
"5201" 0.47 0 0 11 2 4 2 1 2 2 2 1 2 0 0.79
"5202" 0.26 0 0 8 3 4 3 1 2 1 1 1 1 0 0.12
"5203" 0.37 0 0 11 2 3 2 2 3 2 2 2 2 1 0.49
"5204" 0.53 0 0 8 1 3 1 1 1 1 2 1 1 0 0.53
"5205" 1.42 0 0 11 3 3 2 2 2 2 3 2 2 0 0.74
"5206" 0.89 0 0 11 2 3 3 2 1 2 2 1 1 1 1.29
"5207" 0.26 1 0 11 3 3 3 2 3 2 1 2 1 0 0.33
"5208" 0.84 0 0 11 4 3 2 2 3 2 2 2 2 0 1.08
"5209" 0.26 0 0 8 1 4 2 2 1 1 2 2 2 0 0.45
"5210" 0.26 0 1 8 2 3 1 2 3 2 2 3 2 0 0.34
"5211" 0.16 0 0 11 1 3 2 2 2 1 1 1 1 0 0
"5212" 0.47 1 0 8 1 3 2 1 1 1 2 1 1 1 0.58
"5213" 1.21 0 0 10 3 3 4 3 4 4 2 4 3 1 2.02
"5214" 0.37 0 0 7 2 3 3 1 2 1 4 2 1 1 0.48
"5215" 1 0 0 10 4 3 3 3 4 3 4 4 5 0 1.24
"5216" 1.32 1 0 9 3 3 2 2 2 2 3 3 3 0 1.21
"5217" 0.95 1 0 7 1 4 2 1 1 1 1 1 1 1 1.14
"5218" 0.84 1 0 8 4 3 4 2 4 2 2 2 1 0 0.7
"5219" 0.32 0 1 11 2 3 3 2 2 2 2 2 2 0 0.19
"5220" 0.63 0 1 11 2 3 3 1 2 2 2 1 2 0 0.24
"5221" 1 0 0 9 1 4 1 2 2 2 3 2 2 0 0.81
"5222" 0.32 0 0 8 3 3 3 2 4 2 3 4 4 0 0.53
"5223" 1 0 0 11 2 4 3 2 4 2 3 2 2 0 0.49
"5224" 0.05 0 1 7 2 3 3 2 2 2 2 3 3 0 0.54
"5225" 0.74 0 1 9 2 4 2 1 2 1 1 1 1 0 0.22
"5226" 0.16 0 0 11 2 2 4 2 1 2 1 3 1 0 0.21
"5227" 0.42 0 1 10 1 4 1 1 2 1 2 1 1 0 0.8
"5228" 0.79 0 1 10 3 4 1 2 2 1 2 1 1 1 0.94
"5229" 0 0 0 8 2 3 1 1 1 1 1 2 1 0 0.09
"5230" 0.74 1 0 10 2 3 2 2 2 2 2 2 2 0 0.9
"5231" 1.53 1 0 10 2 3 1 1 1 1 1 1 1 0 0.82
"5232" 0.21 1 0 10 1 3 1 1 1 1 1 1 1 0 0.49
"5233" 0.32 0 0 10 2 3 2 2 1 2 1 3 2 0 0.55
"5234" 1.74 0 0 9 4 3 4 2 1 2 3 3 3 0 0.94
"5235" 0.42 1 0 9 1 4 1 2 1 1 2 1 1 0 0.59
"5236" 0.63 0 0 8 2 3 2 2 1 1 2 1 2 0 0.42
"5237" 1.26 1 0 8 2 5 2 1 4 1 4 2 1 1 0.72
"5238" 0.42 0 0 11 1 4 1 2 2 3 4 1 2 0 0.65
"5239" 0.11 1 0 10 2 3 2 1 1 1 2 1 1 0 0.12
"5240" 0.68 0 0 11 4 4 2 2 2 2 2 2 2 0 0.81
"5241" 0.39 0 1 7 3 3 3 1 2 1 1 1 1 0 0.17
"5242" 0.68 0 0 11 1 3 4 2 2 3 3 3 3 0 0.93
"5243" 0.58 1 0 8 2 3 2 1 2 1 2 1 1 0 0.31
"5244" 0.74 1 0 8 2 3 2 2 2 1 1 1 2 0 0.79
"5245" 1.84 0 0 10 3 3 1 2 2 1 1 4 2 0 2.3
"5246" 1.95 0 0 8 4 4 2 2 3 2 2 4 2 1 1.28
"5247" 0.95 0 0 10 3 4 2 2 3 1 2 2 1 0 1.92
"5248" 1 0 0 10 3 3 3 2 2 2 3 2 2 0 0.81
"5249" 0.26 0 0 9 1 3 2 2 2 3 3 2 3 0 0.26
"5250" 0.26 0 0 11 1 4 2 2 2 3 3 2 2 1 0.5
"5251" 0.37 1 0 11 1 3 1 2 2 1 2 1 1 0 0.3
"5252" 1 1 0 11 3 3 2 2 3 2 4 2 3 0 1.92
"5253" 0.42 0 0 7 3 3 2 2 2 2 2 2 1 0 0.63
"5254" 0.53 0 0 11 2 3 2 2 2 2 3 2 2 0 0.74
"5255" 0.42 1 0 8 2 3 3 2 2 2 1 2 2 0 0.47
"5256" 0.63 0 0 9 2 3 2 1 1 1 2 1 1 0 0.68
"5257" 0.32 0 0 7 3 2 3 2 2 2 1 2 1 0 0.12
"5258" 0.84 0 1 10 1 2 2 2 2 2 1 3 2 0 0.85
"5259" 1.42 0 0 10 2 3 3 2 3 2 2 2 2 0 1.65
"5260" 0.47 0 0 9 1 2 3 2 2 1 2 2 1 0 0.8
"5261" 0.47 0 0 10 3 3 2 2 2 4 4 3 3 0 1.63
"5262" 0.16 1 0 8 2 4 2 1 2 1 1 2 1 0 0.24
"5263" 0.37 0 0 11 5 3 3 2 5 2 3 2 1 0 0.81
"5264" 1.26 1 0 8 3 4 2 2 2 2 2 2 2 0 0.96
"5265" 0.53 0 0 7 4 4 4 2 4 2 3 3 2 1 0.57
"5266" 1.68 0 1 9 4 5 3 3 4 3 4 4 3 0 0.33
"5267" 1.58 1 0 11 2 3 2 1 2 1 1 2 1 0 1.45
"5268" 0.74 0 0 9 2 4 2 2 3 2 2 4 3 1 0.01
"5269" 0.58 1 0 9 2 3 2 2 2 2 3 2 2 0 0.94
"5270" 0.21 0 0 7 2 3 1 2 2 1 1 2 1 0 0.41
"5271" 0.89 0 0 10 4 3 2 2 3 2 3 3 2 0 0.76
"5272" 0.11 1 0 8 1 4 2 1 2 2 2 1 1 0 0.61
"5273" 0.37 0 1 8 2 2 4 2 3 2 3 1 1 0 0.69
"5274" 0.89 1 0 8 2 3 2 1 2 1 1 2 1 0 0.83
"5275" 1.32 1 0 10 2 4 2 2 3 2 3 2 2 1 1.24
"5276" 0.89 0 1 10 3 4 2 2 4 3 5 2 4 1 0.58
"5277" 0 0 0 9 2 2 2 1 1 1 1 1 1 0 0
"5278" 0.68 0 0 9 4 4 3 2 2 3 4 3 2 0 0.54
"5279" 1.21 0 0 11 4 4 3 3 4 4 4 4 2 1 0.96
"5280" 0.26 0 0 9 2 2 2 1 2 1 1 1 1 0 0.71
"5281" 0.42 0 0 9 2 5 4 2 3 2 2 4 2 1 0.29
"5282" 1.79 1 0 8 5 5 5 2 4 2 3 3 2 0 1.45
"5283" 1.42 0 0 9 3 4 2 2 2 2 2 2 2 0 0.46
"5284" 0.37 0 0 7 3 4 3 1 2 1 1 1 1 0 0.39
"5285" 0.32 1 0 9 1 4 1 2 3 2 3 2 1 1 0.15
"5286" 0.89 1 0 11 3 3 1 2 2 2 2 2 2 0 0.63
"5287" 1.68 0 1 9 3 4 2 2 2 2 1 3 2 0 1.07
"5288" 0.37 1 0 8 3 3 2 2 2 2 2 2 2 0 0.34
"5289" 1.37 0 0 10 2 5 2 2 3 3 4 4 3 1 1.97
"5290" 0.21 1 0 11 4 4 2 1 3 1 1 1 1 1 0.93
"5291" 0.32 1 0 9 3 5 3 1 4 2 4 1 2 0 0.53
"5292" 0.95 1 0 10 4 4 2 2 3 2 2 3 3 0 0.88
"5293" 0.58 0 0 11 3 3 1 1 2 1 2 2 1 0 0.71
"5294" 0.95 0 1 10 3 3 2 3 3 2 1 4 2 0 0.47
"5295" 0.74 1 0 8 3 4 2 2 3 2 3 3 2 1 1.06
"5296" 0 0 0 10 1 3 2 1 1 1 1 1 1 0 0.37
"5297" 0.63 0 0 9 3 3 2 2 2 2 2 1 2 1 0.19
"5298" 0.95 0 0 11 2 3 2 1 2 1 2 2 1 0 1.25
"5299" 0.16 0 1 10 2 3 2 1 1 1 1 1 1 0 0.4
"5300" 0.37 0 0 9 3 3 2 4 3 4 3 5 5 0 1.54
"5301" 0.42 0 0 10 2 3 3 2 4 2 3 3 3 0 0.62
"5302" 0.05 1 0 10 1 3 1 1 1 1 1 1 1 0 0.48
"5303" 0.47 0 0 11 2 4 2 2 3 2 3 3 2 1 0.65
"5304" 0.74 0 0 9 3 3 5 3 3 3 3 4 3 0 0.73
"5305" 0.53 1 0 11 1 3 2 5 4 5 5 4 5 0 0.99
"5306" 1 0 0 10 2 4 2 2 2 3 4 2 3 0 0.9
"5307" 0.05 0 0 8 2 4 2 2 2 2 2 3 3 0 0.3
"5308" 0.47 0 1 11 1 4 2 1 2 1 2 1 1 1 1.06
"5309" 0.95 1 0 10 3 3 3 1 2 1 1 1 1 0 0.48
"5310" 0.05 0 0 7 2 3 4 2 1 1 1 2 1 0 0.05
"5311" 0.26 1 0 11 1 3 2 2 2 2 2 2 2 0 0.32
"5312" 0.37 0 0 8 2 2 2 2 1 2 1 2 3 0 0.3
"5313" 0.11 0 0 8 1 4 1 2 2 2 2 1 2 0 0
"5314" 0.68 0 0 9 2 4 1 2 2 1 2 1 1 1 0.98
"5315" 0.63 0 0 11 2 3 4 1 2 1 2 2 1 0 0.68
"5316" 0.16 0 0 10 3 4 2 2 3 1 1 2 2 1 0.12
"5317" 0.95 1 0 10 4 3 2 2 1 2 1 2 2 0 0.87
"5318" 0.32 0 1 8 3 4 2 2 3 2 1 2 2 0 0.42
"5319" 0.58 0 0 7 2 4 4 3 4 2 4 3 2 0 0.31
"5320" 0.26 0 0 8 2 3 5 2 1 1 4 3 2 0 0.48
"5321" 0.21 1 0 11 3 3 1 1 2 2 1 4 2 0 0.82
"5322" 0 0 0 11 1 3 3 1 3 1 1 1 1 0 0.07
"5323" 0.47 0 0 10 3 4 2 2 3 2 4 4 2 1 0.16
"5324" 0.53 0 0 8 2 2 1 1 1 1 1 1 1 0 0.57
"5325" 0.42 0 0 7 3 3 2 2 2 2 1 1 1 0 1.07
"5326" 1.68 0 1 9 2 4 4 2 4 3 3 2 2 1 1.45
"5327" 0.42 1 0 7 1 3 2 2 2 1 1 2 2 0 0.42
"5328" 0.95 0 1 9 3 3 2 2 2 2 2 2 2 0 0.4
"5329" 0.63 0 0 8 3 3 2 3 5 3 4 4 2 0 0.51
"5330" 0.32 0 0 9 1 3 2 2 1 2 2 2 1 0 0.21
"5331" 0.63 0 1 11 3 3 2 2 2 2 2 2 2 1 0.5
"5332" 0.37 0 0 9 3 4 4 3 4 3 3 4 2 0 0.46
"5333" 1.47 1 0 11 2 3 3 2 2 3 4 4 4 1 1.04
"5334" 1 0 0 11 1 4 2 3 3 2 3 4 2 1 1.41
"5335" 0.74 0 0 7 2 3 2 2 2 3 2 2 2 1 0.65
"5336" 0.58 1 0 10 4 4 2 2 4 2 2 3 1 0 0.47
"5337" 1 0 1 11 1 3 2 2 2 1 2 1 1 0 0.58
"5338" 0.32 0 0 11 3 4 2 1 2 1 2 3 1 1 0.47
"5339" 0.37 0 0 7 2 4 2 2 3 1 2 3 2 0 0.24
"5340" 0.74 0 0 9 2 4 2 2 3 2 3 3 3 1 0.02
"5341" 0.21 0 1 9 3 4 2 1 2 1 2 1 1 0 0.31
"5342" 0.53 0 0 10 2 4 1 1 2 1 2 1 2 0 0.28
"5343" 0.47 0 0 10 2 3 2 1 1 1 1 1 1 0 0.49
"5344" 0.68 0 1 9 2 4 2 2 2 3 1 2 2 0 0.24
"5345" 0.95 1 0 11 1 3 1 2 2 1 2 1 2 0 2.1
"5346" 0.68 0 0 7 4 4 3 2 2 2 3 3 2 0 0.35
"5347" 0.26 1 0 11 3 3 1 2 2 1 1 2 2 0 0.76
"5348" 1.11 0 0 10 3 3 3 1 2 1 4 2 2 0 0.84
"5349" 0.84 1 0 8 2 3 1 1 2 2 2 2 2 0 0.39
"5350" 0.74 0 0 8 1 3 2 2 2 2 2 3 2 0 0.21
"5351" 0.32 0 1 7 4 4 2 3 4 3 4 4 2 0 0.87
"5352" 0.53 0 1 7 1 2 2 2 1 1 1 1 1 0 0.5
"5353" 1.05 0 1 10 2 3 2 2 1 2 2 1 2 0 1.23
"5354" 0.58 0 0 7 3 4 2 1 2 1 1 1 2 1 0.42
"5355" 0.42 0 0 9 1 4 4 2 2 2 4 3 1 1 0.64
"5356" 0.89 0 0 11 3 1 2 2 2 2 1 1 2 0 0.83
"5357" 0.21 0 0 11 2 4 2 1 2 2 1 2 1 1 0.26
"5358" 0.26 1 0 8 1 4 1 2 2 2 2 1 2 0 0.33
"5359" 0.74 0 0 10 1 3 2 2 2 3 3 2 2 0 0.94
"5360" 0.63 0 0 8 2 4 1 2 3 2 2 2 1 0 0.64
"5361" 0.42 0 0 8 2 3 2 2 3 2 2 4 3 0 0.26
"5362" 0.05 0 0 11 3 3 2 1 3 1 1 1 1 1 0.12
"5363" 0.37 1 0 7 2 3 3 2 1 2 2 1 1 0 0.67
"5364" 0.79 1 0 9 1 3 2 1 3 2 1 4 2 1 0.84
"5365" 0.53 1 0 10 2 3 1 2 3 2 2 1 2 0 0.84
"5366" 0.26 1 0 11 2 4 2 1 2 1 2 1 1 0 0.59
"5367" 0.74 1 0 7 2 3 1 3 2 2 4 2 2 0 1.18
"5368" 0.42 1 0 11 2 4 2 1 2 1 2 1 1 0 1.89
"5369" 0.21 0 1 10 1 3 1 1 1 1 1 1 1 0 0.34
"5370" 0.37 0 1 11 1 2 2 2 1 2 2 1 2 0 0.39
"5371" 0.16 0 1 10 2 4 4 2 2 1 2 2 2 1 0.2
"5372" 0.11 0 0 10 1 3 1 1 2 1 1 2 1 0 0.8
"5373" 0.68 0 0 7 2 1 2 2 1 1 1 2 1 0 0.57
"5374" 0.37 0 0 8 2 5 2 1 2 2 2 2 2 1 0.1
"5375" 0.53 0 1 10 2 4 2 2 2 2 3 4 2 0 0.01
"5376" 1 0 0 11 2 3 5 2 2 2 3 1 2 0 0.44
"5377" 0.21 1 0 11 2 3 1 2 3 1 2 1 1 0 0.33
"5378" 0.63 0 0 9 1 3 2 1 2 1 1 1 2 0 0.91
"5379" 1.89 0 1 10 2 3 3 2 2 2 2 3 3 0 1.51
"5380" 0.47 0 0 9 2 3 3 4 2 3 3 3 4 0 1.32
"5381" 0.21 0 0 11 3 4 2 2 4 2 1 3 3 1 0.41
"5382" 0.53 0 0 8 2 2 2 2 2 2 1 3 1 0 0.22
"5383" 0.79 1 0 7 4 4 2 2 3 2 2 4 3 0 0.93
"5384" 1.05 0 0 11 3 4 2 1 3 2 3 3 3 0 0.54
"5385" 0.26 1 0 7 3 4 2 2 3 2 3 2 1 0 0.33
"5386" 0.63 0 0 7 1 2 3 1 1 2 2 1 2 0 0.81
"5387" 0.21 0 1 9 2 4 3 2 2 2 2 2 1 0 0.77
"5388" 0.26 0 0 11 2 3 2 1 2 1 2 1 1 0 0.09
"5389" 1.37 0 0 9 3 4 2 2 2 2 3 3 2 1 0.6
"5390" 0.05 1 0 8 2 4 2 1 2 1 1 1 1 0 0
"5391" 0.68 0 0 9 4 4 1 2 3 2 4 2 2 0 0.75
"5392" 0.32 1 0 7 1 3 2 1 1 1 1 1 1 0 0.2
"5393" 0.37 0 0 9 3 3 2 3 2 1 1 2 2 0 1.13
"5394" 0.84 0 0 11 2 3 2 2 3 2 2 2 2 0 0.74
"5395" 0.26 0 0 11 2 5 3 2 3 1 1 2 1 1 0.28
"5396" 1.42 0 0 9 1 3 4 2 2 2 3 2 3 0 0.88
"5397" 0.37 0 0 9 2 3 3 1 2 1 1 1 1 0 0.42
"5398" 0.37 0 1 10 2 3 3 2 2 2 2 1 1 0 0.34
"5399" 0.11 0 0 7 1 3 1 1 2 1 2 1 1 0 1.18
"5400" 0.16 0 0 10 4 3 2 3 4 2 4 2 1 0 0.19
"5401" 1.26 0 1 8 1 3 1 2 3 2 4 2 2 0 1.83
"5402" 0.11 0 0 8 1 3 2 1 2 1 1 2 1 0 0.31
"5403" 0.53 0 0 8 2 3 2 2 1 2 4 1 2 0 1.43
"5404" 1 0 1 9 3 4 2 1 2 1 2 1 2 0 1.18
"5405" 0.89 1 0 11 3 2 1 2 2 2 2 1 2 0 2
